B1_ID,B1_Verification,B2_ID,B2_Verification
3,803734267390005249,False,1096052582743601153,False
4,803734267390005249,False,20261613,False
0,20774353,False,897289587587858433,False
1,20774353,False,949853644580687872,False
2,20774353,False,44778322,False
3,20774353,False,1054839157036474370,False
0,1083981635983355904,False,750682099145846784,False
1,1083981635983355904,False,2975906151,False
2,1083981635983355904,False,2681213905,False
3,1083981635983355904,False,305330132,False
0,908099057951891456,False,906311772,False
1,908099057951891456,False,822667579332456448,False
2,908099057951891456,False,831984298198650880,False
3,908099057951891456,False,993994166861516801,False
4,908099057951891456,False,958066138973376514,False
0,3105663561,False,902002937643368448,False
1,3105663561,False,1711010461,False
2,3105663561,False,1076600157498757122,False
3,3105663561,False,1093295281679015937,False
4,3105663561,False,67916105,False
0,531913912,False,1098600210928873472,False
1,531913912,False,22600522,False
2,531913912,False,171516677,False
3,531913912,False,165533941,False
4,531913912,False,26910975,False
0,970786754268684290,False,848348952084828160,False
1,970786754268684290,False,794977150419996673,False
2,970786754268684290,False,352253697,False
3,970786754268684290,False,2749417075,False
0,1667916080,False,855573412944764928,False
1,1667916080,False,1072400740491112448,False
2,1667916080,False,738534340729016321,False
3,1667916080,False,708161376057839619,False
4,1667916080,False,990597060515643392,False
0,748758589,False,841133772288450560,False
1,748758589,False,255784259,False
2,748758589,False,341460444,False
3,748758589,False,2722039372,False
4,748758589,False,1087836495375990786,False
0,971039581406748672,False,1075114429488852992,False
1,971039581406748672,False,792601942937579520,False
2,971039581406748672,False,1006318261275938816,False
3,971039581406748672,False,1008324930243649537,False
4,971039581406748672,False,949239960,False
0,396009480,False,1083048500160589824,False
1,396009480,False,45905559,False
2,396009480,False,752526390,False
3,396009480,False,1091446672167702534,False
4,396009480,False,1105925390,False
0,705408353758023681,False,324524629,False
1,705408353758023681,False,1053049027787288576,False
2,705408353758023681,False,1097743202176532481,False
3,705408353758023681,False,953662839809601536,False
4,705408353758023681,False,721339961618771968,False
0,1005475059404812288,False,1015994148799819776,False
1,1005475059404812288,False,897573546800685056,False
2,1005475059404812288,False,1072694260791570434,False
3,1005475059404812288,False,4323735923,False
4,1005475059404812288,False,17797347,False
0,893311396036960256,False,25986639,False
1,893311396036960256,False,898577623885819904,False
2,893311396036960256,False,1071240797088038913,False
3,893311396036960256,False,757765210153291776,False
4,893311396036960256,False,967968856428949504,False
0,1365245598,False,1068581386267893761,False
1,1365245598,False,2958091627,False
2,1365245598,False,869140360206929920,False
3,1365245598,False,783794520550993920,False
4,1365245598,False,820028642893897728,False
0,853086344737902594,False,1090573073856843777,False
1,853086344737902594,False,24006309,False
2,853086344737902594,False,954253461205340160,False
3,853086344737902594,False,823181484894912516,False
4,853086344737902594,False,931951786050707456,False
0,1073667399478579205,False,1099395875556741120,False
1,1073667399478579205,False,2731828566,False
2,1073667399478579205,False,1035995615367442433,False
3,1073667399478579205,False,1074812790324510721,False
4,1073667399478579205,False,1099393367371382784,False
0,825764726462435329,False,1072571897684971520,False
1,825764726462435329,False,1086746592995086336,False
2,825764726462435329,False,429506524,False
3,825764726462435329,False,1032120394877087744,False
4,825764726462435329,False,367141015,False
0,32627918,False,1006091448,False
1,32627918,False,1099595122847563776,False
2,32627918,False,1055225878072852480,False
3,32627918,False,792419333603459072,False
4,32627918,False,1099516735248449537,False
0,239074552,False,835342164,False
1,239074552,False,934392506,False
2,239074552,False,1036856259356442624,False
3,239074552,False,268658034,False
4,239074552,False,259381523,False
0,840282079,False,266527849,False
1,840282079,False,737298538443333633,False
2,840282079,False,488322037,False
3,840282079,False,166070810,False
4,840282079,False,4499988689,False
0,50461906,False,103983292,False
1,50461906,False,832529483936722944,False
2,50461906,False,867926329,False
3,50461906,False,357456487,False
4,50461906,False,749004810767118336,False
0,451730343,False,84429961,False
1,451730343,False,724953552,False
2,451730343,False,723014924,False
3,451730343,False,789232424194572288,False
4,451730343,False,1259709050,False
0,351229681,False,526621470,False
1,351229681,False,47556937,False
2,351229681,False,94661739,False
3,351229681,False,2177104596,False
4,351229681,False,611406897,False
0,1036965845501702144,False,342246697,False
1,1036965845501702144,False,724953552,False
2,1036965845501702144,False,45281495,False
3,1036965845501702144,False,1361731843,False
4,1036965845501702144,False,186302155,False
0,984726415,False,2991153401,False
1,984726415,False,90649509,False
2,984726415,False,1681255195,False
3,984726415,False,833503378214903809,False
4,984726415,False,1074664205876310016,False
0,500027731,False,1180443632,False
1,500027731,False,898216003879829504,False
2,500027731,False,1553809286,False
3,500027731,False,3346214092,False
4,500027731,False,794606926072086530,False
0,61347805,False,1040430030814367744,False
1,61347805,False,2925974770,False
2,61347805,False,1098602629255647234,False
3,61347805,False,4048442295,False
4,61347805,False,513801851,False
0,715496304777015296,False,2307320317,False
1,715496304777015296,False,1013415667775574017,False
2,715496304777015296,False,1942369849,False
3,715496304777015296,False,1092872246593507330,False
4,715496304777015296,False,351443551,False
0,2176476241,False,814324421565566976,False
1,2176476241,False,702976501252161536,False
2,2176476241,False,973699045528145920,False
3,2176476241,False,1024349157757136896,False
4,2176476241,False,629441571,False
0,899754471110189056,False,264068638,False
1,899754471110189056,False,24573400,False
2,899754471110189056,False,1048492504952258560,False
3,899754471110189056,False,3227772200,False
4,899754471110189056,False,1048328386488270848,False
0,1960879316,False,573493507,False
1,1960879316,False,1037921386390478848,False
2,1960879316,False,1075993971518779392,False
3,1960879316,False,1155008442,False
4,1960879316,False,1027966213274718210,False
0,281546383,False,785506145708437504,False
1,281546383,False,2500151959,False
2,281546383,False,313521793,False
3,281546383,False,99068469,False
4,281546383,False,212137619,True
0,925900798021713920,False,48829726,False
1,925900798021713920,False,1040562650613252096,False
2,925900798021713920,False,58313459,False
3,925900798021713920,False,888100884114288641,False
4,925900798021713920,False,937130409120460800,False
0,853722779149008897,False,4319539873,False
1,853722779149008897,False,870951602936573952,False
2,853722779149008897,False,3245295172,False
3,853722779149008897,False,890530759710298112,False
4,853722779149008897,False,1038756954448060416,False
0,3345543193,False,1027782987864309760,False
1,3345543193,False,1084504442383360000,False
2,3345543193,False,995564575046209536,False
3,3345543193,False,448701380,False
4,3345543193,False,909041095635587072,False
0,433309292,False,943140069099098114,False
1,433309292,False,1095665210030022658,False
2,433309292,False,1056514108424679426,False
3,433309292,False,1095626017345949696,False
4,433309292,False,1095889033174093825,False
0,307083860,False,812383872377819138,False
1,307083860,False,820476233796325376,False
2,307083860,False,865013102797963264,False
3,307083860,False,834970936705183744,False
4,307083860,False,1091356283377045504,False
0,1079090805405564929,False,1007979497965178880,False
1,1079090805405564929,False,1038794515065200641,False
2,1079090805405564929,False,820476233796325376,False
3,1079090805405564929,False,67198284,False
4,1079090805405564929,False,765415509110042624,False
0,221645632,False,23338145,False
1,221645632,False,179792367,False
2,221645632,False,779470117944123392,False
3,221645632,False,1001222340955516928,False
4,221645632,False,823955999698522112,False
0,1024539352183885824,False,39734611,True
1,1024539352183885824,False,18662449,False
2,1024539352183885824,False,3191648004,False
3,1024539352183885824,False,742696805104766976,False
4,1024539352183885824,False,2845275663,False
0,293300729,False,15963866,False
1,293300729,False,902641531189956608,True
2,293300729,False,907395640497512450,False
3,293300729,False,22870051,False
4,293300729,False,1049860791585902592,False
0,1006369221264068613,False,263409408,False
1,1006369221264068613,False,828497653193330688,False
2,1006369221264068613,False,3300718742,False
3,1006369221264068613,False,825839225010425856,False
4,1006369221264068613,False,3182288394,False
0,967612769238503425,False,2266168763,False
1,967612769238503425,False,1011672645576912902,False
2,967612769238503425,False,1053706257222139905,False
3,967612769238503425,False,2808112943,False
4,967612769238503425,False,1268383134,False
0,816694124644593665,False,768450133,False
1,816694124644593665,False,317916069,False
2,816694124644593665,False,945102375521484802,False
3,816694124644593665,False,1087811923205185536,False
4,816694124644593665,False,4200666556,False
0,1095463607435968512,False,963667525769875457,False
1,1095463607435968512,False,3910000936,False
2,1095463607435968512,False,3162594446,False
3,1095463607435968512,False,990391458841710593,False
4,1095463607435968512,False,519869487,False
0,199664238,False,15100622,False
1,199664238,False,16033298,False
2,199664238,False,29542253,False
3,199664238,False,136376579,False
4,199664238,False,180284531,False
0,250418422,False,4438872141,False
1,250418422,False,1025033097836785664,False
2,250418422,False,4083484456,False
3,250418422,False,632369143,False
4,250418422,False,1026009336462462976,False
0,1111981442,False,955868802239012864,False
1,1111981442,False,600502898,False
2,1111981442,False,1052495270724993024,False
3,1111981442,False,962025118259208192,False
4,1111981442,False,124561230,False
0,240454812,True,2636396945,False
1,240454812,True,1079776911889448960,False
2,240454812,True,1085235562733158401,False
3,240454812,True,957454203533840384,False
4,240454812,True,3409291437,False
0,20843656,True,1099699138684481536,False
1,20843656,True,37433390,False
2,20843656,True,174958019,False
3,20843656,True,2382791120,False
4,20843656,True,716340461611401216,False
0,2151848146,False,17903956,False
1,2151848146,False,4716748593,False
2,2151848146,False,304724656,False
3,2151848146,False,317245765,False
4,2151848146,False,357994679,False
0,2740365380,False,1061084162680070145,False
1,2740365380,False,2647281672,False
2,2740365380,False,1576564693,False
3,2740365380,False,2560939030,False
4,2740365380,False,1629031644,False
0,2638973915,False,1270028646,False
1,2638973915,False,1049878157065637888,False
2,2638973915,False,1707611910,False
3,2638973915,False,17903956,False
4,2638973915,False,625868043,False
0,597694459,False,2228104304,False
1,597694459,False,2376267756,False
2,597694459,False,1036172170542624768,False
3,597694459,False,837084868664299521,False
4,597694459,False,207725755,False
0,2644494276,False,91442037,False
1,2644494276,False,948730366109593600,False
2,2644494276,False,887519502,False
3,2644494276,False,255591834,False
4,2644494276,False,2421367799,False
0,157870818,False,2255764974,False
1,157870818,False,76941277,False
2,157870818,False,358779956,False
3,157870818,False,86810540,False
4,157870818,False,61005133,True
0,804892529325785088,False,1035570177356845056,False
1,804892529325785088,False,3318438584,False
2,804892529325785088,False,797054594274557953,False
3,804892529325785088,False,170716826,False
4,804892529325785088,False,953616483912966144,False
0,1065642569739182081,False,123071443,False
1,1065642569739182081,False,225847066,False
2,1065642569739182081,False,289129093,False
3,1065642569739182081,False,433209318,False
4,1065642569739182081,False,443565818,False
0,4165642155,False,1094336606620737536,False
1,4165642155,False,1099488211208945665,False
2,4165642155,False,2647420512,False
3,4165642155,False,23315532,False
4,4165642155,False,2924130165,False
0,817406518790332416,False,259381884,False
1,817406518790332416,False,1004434675044057088,False
2,817406518790332416,False,1160466199,False
3,817406518790332416,False,2351852252,False
4,817406518790332416,False,1073704902222856195,False
0,2783177414,False,917015592066002944,False
1,2783177414,False,166751745,True
2,2783177414,False,1070774983310352384,False
3,2783177414,False,984035210022080513,False
4,2783177414,False,1657981334,False
0,3365970433,False,1033367183173332992,False
1,3365970433,False,41837823,False
2,3365970433,False,2638470127,False
3,3365970433,False,67386663,False
4,3365970433,False,2499005929,False
0,781922334219374592,False,839658713988362240,False
1,781922334219374592,False,1048509244230787073,False
2,781922334219374592,False,1093630743652253702,False
3,781922334219374592,False,260873108,False
4,781922334219374592,False,1092260305873321984,False
0,430883587,False,16072697,False
1,430883587,False,277868767,False
2,430883587,False,1019740255509917696,False
3,430883587,False,980417828506427392,False
4,430883587,False,1223647074,False
0,515573992,False,363365584,False
1,515573992,False,1923771758,False
2,515573992,False,1049289372,False
3,515573992,False,1021236919223513088,False
4,515573992,False,1095074922811011072,False
0,1093228963206520832,False,435219742,False
1,1093228963206520832,False,820652031866269697,False
2,1093228963206520832,False,265307192,False
3,1093228963206520832,False,1096041634821824513,False
4,1093228963206520832,False,4087565778,False
0,1370116634,False,2239494458,False
1,1370116634,False,820652031866269697,False
2,1370116634,False,316589016,False
3,1370116634,False,227712080,False
4,1370116634,False,293594959,False
0,1096041634821824513,False,1021120521201647618,False
1,1096041634821824513,False,998968082663198721,False
2,1096041634821824513,False,316589016,False
3,1096041634821824513,False,265307192,False
4,1096041634821824513,False,200231384,False
0,759611834,False,771036638428459008,False
1,759611834,False,743856512,True
2,759611834,False,836845488674570241,False
3,759611834,False,2170708883,False
4,759611834,False,805361227413262336,False
0,1088422334103457792,False,67035208,False
1,1088422334103457792,False,155534196,True
0,1069689425641263105,False,718229799152545792,False
1,1069689425641263105,False,589572960,False
2,1069689425641263105,False,900676173633605632,False
3,1069689425641263105,False,971013792,False
4,1069689425641263105,False,711819029086904320,False
0,1047934156779520000,False,771036638428459008,False
1,1047934156779520000,False,339513535,False
2,1047934156779520000,False,4137340708,False
3,1047934156779520000,False,929633243611189253,False
4,1047934156779520000,False,3081848158,False
0,782585024084312064,False,1098286091751239680,False
1,782585024084312064,False,1046594434748432384,False
2,782585024084312064,False,1045093140498194432,False
3,782585024084312064,False,3308407464,False
4,782585024084312064,False,954738344423862272,False
0,3207589853,False,3947091915,False
1,3207589853,False,985708699187429377,False
2,3207589853,False,1455286956,False
3,3207589853,False,1400514948,False
0,1478811024,False,242706679,False
1,1478811024,False,2957543586,False
2,1478811024,False,700630947,False
3,1478811024,False,720707740578881536,False
4,1478811024,False,787243415708823552,False
0,1088186573357834255,False,245200262,False
1,1088186573357834255,False,245564459,False
2,1088186573357834255,False,892442239171010560,False
3,1088186573357834255,False,128734690,False
4,1088186573357834255,False,1095042731636858881,False
0,233675179,False,1077077096277651457,False
1,233675179,False,1090028609270628357,False
2,233675179,False,401632132,False
3,233675179,False,380567312,False
4,233675179,False,256314660,False
0,307607177,False,1088186573357834255,False
1,307607177,False,401632132,False
2,307607177,False,54442508,False
3,307607177,False,516547424,False
4,307607177,False,715185835,False
0,775172711710543874,False,60142643,False
1,775172711710543874,False,111701712,False
2,775172711710543874,False,16956553,False
3,775172711710543874,False,401632132,False
4,775172711710543874,False,246491391,False
0,1055362269112987649,False,1073332697999777792,False
1,1055362269112987649,False,1078173159600410624,False
2,1055362269112987649,False,567309251,False
3,1055362269112987649,False,1011705046659096576,False
4,1055362269112987649,False,966725522922156032,False
0,3567898350,False,895672756913569792,False
1,3567898350,False,1085707807897382913,False
2,3567898350,False,835916550234329090,False
3,3567898350,False,17543438,False
4,3567898350,False,997197497054384128,False
0,1087151702174625792,False,1021571978199789569,False
1,1087151702174625792,False,2765009442,False
2,1087151702174625792,False,705405812,False
3,1087151702174625792,False,2747319607,False
4,1087151702174625792,False,1060257094820134914,False
0,1019740255509917696,False,753465446,False
1,1019740255509917696,False,771199403264651270,False
2,1019740255509917696,False,963214571489120257,False
3,1019740255509917696,False,2176771735,False
4,1019740255509917696,False,731160794,False
0,1091051230833635329,False,2705644614,False
1,1091051230833635329,False,232899760,False
2,1091051230833635329,False,829336486671745025,False
3,1091051230833635329,False,242926807,False
4,1091051230833635329,False,78473476,False
0,3223691556,False,763610643677143040,False
1,3223691556,False,3031311923,False
2,3223691556,False,703862081393528832,False
3,3223691556,False,553084660,False
4,3223691556,False,3610564339,False
0,384167139,False,932137196953403393,False
1,384167139,False,1085797417641947136,False
2,384167139,False,370380156,False
3,384167139,False,4557480919,False
4,384167139,False,1439674482,False
0,765389049792114688,False,820040107524816896,False
1,765389049792114688,False,1009200140312293376,False
2,765389049792114688,False,955311493699940352,False
3,765389049792114688,False,242926807,False
4,765389049792114688,False,1023957889558499328,False
0,1646856415,False,797224065257771008,False
1,1646856415,False,915630524248576001,False
2,1646856415,False,3336030621,False
3,1646856415,False,385736798,False
4,1646856415,False,879726432519208961,False
0,606899877,False,2469787508,False
1,606899877,False,3109241546,False
2,606899877,False,776191383291830272,False
3,606899877,False,196415460,True
4,606899877,False,809136356047945729,False
0,3317427171,False,1285980817,True
1,3317427171,False,1077687719508279296,False
2,3317427171,False,96955034,True
3,3317427171,False,1833820232,False
4,3317427171,False,288261211,False
0,2546702736,False,209803678,False
1,2546702736,False,2912327999,False
2,2546702736,False,4073983071,False
3,2546702736,False,278944629,False
4,2546702736,False,1551018350,False
0,337835758,False,4901335017,False
1,337835758,False,1260580243,False
2,337835758,False,2277428116,False
3,337835758,False,1652436205,False
4,337835758,False,1460031127,False
0,815971706993016832,False,3310939433,False
1,815971706993016832,False,462137698,False
2,815971706993016832,False,434291406,False
3,815971706993016832,False,280252244,False
4,815971706993016832,False,3144598551,False
0,1451523338,False,1079804300686176257,False
1,1451523338,False,745927985568563201,False
2,1451523338,False,358182727,False
3,1451523338,False,477075410,False
4,1451523338,False,1011728569645617152,False
0,2902468335,False,712365534189375489,False
1,2902468335,False,1009519831866118146,False
2,2902468335,False,264665928,False
3,2902468335,False,34963377,False
4,2902468335,False,3282390997,False
0,334483437,False,4700845381,False
1,334483437,False,939921079673479169,False
2,334483437,False,1091139910898135040,False
3,334483437,False,2504961431,False
4,334483437,False,964848247503278080,False
0,1094255226213859328,False,36753496,False
1,1094255226213859328,False,719662077934243840,False
2,1094255226213859328,False,389387942,False
3,1094255226213859328,False,65685592,False
4,1094255226213859328,False,186632715,False
5,1094255226213859328,False,2287294043,False
0,1060084543921762304,False,348752480,False
1,1060084543921762304,False,819664822031831040,False
2,1060084543921762304,False,870856171997077506,False
3,1060084543921762304,False,1098286091751239680,False
0,88087810,False,1017794178544230401,False
1,88087810,False,46566402,False
2,88087810,False,1020791713915338752,False
3,88087810,False,45963403,False
4,88087810,False,2720595444,False
0,375202034,False,441967359,False
1,375202034,False,1094382248189583360,False
2,375202034,False,22984088,False
3,375202034,False,489775151,False
4,375202034,False,250727031,False
5,375202034,False,1024835419,False
6,375202034,False,25117623,False
0,949232783616040960,False,1464472956,False
1,949232783616040960,False,441967359,False
2,949232783616040960,False,2210111755,True
3,949232783616040960,False,124754561,False
4,949232783616040960,False,2180677298,False
0,336172681,False,14645160,True
1,336172681,False,47678814,False
2,336172681,False,441967359,False
3,336172681,False,2174888153,False
4,336172681,False,153966123,True
0,981216641399783424,False,1340048982,False
1,981216641399783424,False,3951518764,False
2,981216641399783424,False,433325039,False
3,981216641399783424,False,838673408,False
4,981216641399783424,False,263764931,False
5,981216641399783424,False,172397759,False
6,981216641399783424,False,441967359,False
0,747479817461895168,False,974637620,False
1,747479817461895168,False,2737572574,False
2,747479817461895168,False,163919307,False
3,747479817461895168,False,236536167,False
4,747479817461895168,False,2425629601,False
0,316549542,False,16432739,False
1,316549542,False,200446504,False
2,316549542,False,21082634,False
3,316549542,False,236536167,False
4,316549542,False,206122478,False
0,314908708,False,3698344454,False
1,314908708,False,799434830,False
2,314908708,False,3793743853,False
3,314908708,False,895188902,True
4,314908708,False,467422733,False
0,72640894,False,765245597188227073,True
1,72640894,False,1090692109752061957,False
2,72640894,False,1449423386,False
3,72640894,False,1191779618,False
4,72640894,False,1088612922966921216,False
0,1058590019139629056,False,2820769658,False
0,441080463,False,600617934,False
1,441080463,False,375732085,False
2,441080463,False,3293659319,False
3,441080463,False,176523404,False
4,441080463,False,1038454461453221888,False
0,815165784100130816,False,2440383084,False
1,815165784100130816,False,781579723285540864,False
2,815165784100130816,False,2836774399,False
3,815165784100130816,False,1978920602,False
0,781579723285540864,False,8327182,True
1,781579723285540864,False,431071870,True
2,781579723285540864,False,264924050,True
3,781579723285540864,False,507134601,True
4,781579723285540864,False,622596896,False
5,781579723285540864,False,14828860,True
6,781579723285540864,False,166751745,True
0,1092084831901663238,False,148883960,False
1,1092084831901663238,False,1097956453103616001,False
2,1092084831901663238,False,1090366590535782400,False
3,1092084831901663238,False,2245774753,False
4,1092084831901663238,False,1097916751034138626,False
0,1074709010496946181,False,85145657,False
1,1074709010496946181,False,1095984116158337024,False
2,1074709010496946181,False,1092753748055785472,False
3,1074709010496946181,False,958998134071447552,False
4,1074709010496946181,False,843867077597417472,False
0,1064073786247577601,False,734294848489066496,False
1,1064073786247577601,False,3380505328,False
2,1064073786247577601,False,1019972692093603843,False
3,1064073786247577601,False,94375309,False
4,1064073786247577601,False,146932817,False
0,19111929,False,492213809,False
1,19111929,False,246725820,False
2,19111929,False,430815517,False
3,19111929,False,2605678901,False
4,19111929,False,117883274,False
0,2384126026,False,802878451388743680,False
1,2384126026,False,2816449607,False
2,2384126026,False,740237927754534912,False
3,2384126026,False,24714215,False
4,2384126026,False,373668532,False
0,738195476357480448,False,40587178,False
1,738195476357480448,False,2815747198,False
2,738195476357480448,False,8426892,False
3,738195476357480448,False,887406163,False
4,738195476357480448,False,21800690,False
0,926439036721487873,False,966838998147612672,False
1,926439036721487873,False,25579322,False
2,926439036721487873,False,951115320500146176,False
3,926439036721487873,False,109028796,False
0,14062466,False,1097004779241422848,False
1,14062466,False,2984244575,False
2,14062466,False,3186045798,False
3,14062466,False,930055252648366081,False
4,14062466,False,14993616,False
0,429045885,False,768430302289100800,False
1,429045885,False,6722152,False
2,429045885,False,4777,True
3,429045885,False,81333564,False
4,429045885,False,14106916,False
0,2645196735,False,2540322428,False
1,2645196735,False,18131339,False
0,15679275,False,2559621961,False
1,15679275,False,631343572,False
2,15679275,False,469894846,False
3,15679275,False,21592881,False
4,15679275,False,1018722127,False
0,2528207246,False,3296980955,False
1,2528207246,False,3353966315,False
2,2528207246,False,43445412,False
3,2528207246,False,23094875,False
4,2528207246,False,825542723339968512,False
0,1428109148,False,996252191777177600,False
1,1428109148,False,938072041273430017,True
2,1428109148,False,1066408162318635009,False
3,1428109148,False,1024356045609562113,False
4,1428109148,False,864522412733349889,False
0,4784561533,False,1081440597674725376,False
1,4784561533,False,101637173,False
2,4784561533,False,864522412733349889,False
3,4784561533,False,1379121494,False
4,4784561533,False,39335477,False
0,90684259,False,73736112,False
1,90684259,False,107462027,False
2,90684259,False,2784455822,False
3,90684259,False,46748426,False
4,90684259,False,751551474367291393,False
0,1096574268786331649,False,3313006027,False
1,1096574268786331649,False,2730264319,False
2,1096574268786331649,False,1640524976,False
3,1096574268786331649,False,887707054005039104,False
4,1096574268786331649,False,2321117441,False
0,4136069302,False,702995419,False
1,4136069302,False,76833407,False
2,4136069302,False,2195308099,False
3,4136069302,False,16982767,False
4,4136069302,False,36819511,False
0,779470117944123392,False,4800891590,False
1,779470117944123392,False,1855694222,False
2,779470117944123392,False,1023319065744629760,False
3,779470117944123392,False,1076259142984179713,False
4,779470117944123392,False,1055714956564324352,False
0,975534560971776000,False,1014323953450602496,False
1,975534560971776000,False,1041663558415572994,False
2,975534560971776000,False,1169382680,False
3,975534560971776000,False,950061320652509184,False
4,975534560971776000,False,25891279,False
0,909375140298977280,False,1023622873511092225,False
1,909375140298977280,False,978014649814745089,False
2,909375140298977280,False,1933042237,True
3,909375140298977280,False,71036272,True
4,909375140298977280,False,1247324232,False
0,1704551816,False,907390330860920834,False
1,1704551816,False,87961743,False
2,1704551816,False,1095060833078595589,False
3,1704551816,False,32990331,False
4,1704551816,False,41272915,False
0,773841361141436417,False,853619769819508736,False
1,773841361141436417,False,1029236259871510528,False
2,773841361141436417,False,3238195454,False
3,773841361141436417,False,142564496,False
4,773841361141436417,False,4547869279,False
0,1074848851,False,1092086942198452224,False
1,1074848851,False,766058630,True
2,1074848851,False,188527754,False
3,1074848851,False,975121706627903488,False
4,1074848851,False,1061654831411220481,False
0,718332223,False,1075743642772496385,False
1,718332223,False,831984298198650880,False
2,718332223,False,44371371,False
3,718332223,False,4889479581,False
4,718332223,False,1003179042,False
0,1082643081646784512,False,495140744,False
1,1082643081646784512,False,115002299,False
2,1082643081646784512,False,296155089,False
3,1082643081646784512,False,2479104178,False
4,1082643081646784512,False,270877480,False
0,1082612387214176256,False,295578341,False
1,1082612387214176256,False,821668185585971204,False
2,1082612387214176256,False,280217518,False
