B1_ID,B1_Verification,B2_ID,B2_Verification
2,2519875652,False,51380586,True
3,2519875652,False,1408428650,False
4,2519875652,False,61840839,False
5,2519875652,False,591898671,False
6,2519875652,False,1693498602,False
0,2749972969,False,1082830360642289664,False
1,2749972969,False,2573483662,False
2,2749972969,False,992099254029123584,False
3,2749972969,False,776411912540160000,False
4,2749972969,False,2524824205,False
0,759870138720149504,False,245863389,True
1,759870138720149504,False,805706070,False
2,759870138720149504,False,188066062,False
3,759870138720149504,False,2332758690,False
4,759870138720149504,False,850627691258707968,False
0,72899232,False,3092522541,False
1,72899232,False,59045573,False
2,72899232,False,499149323,False
3,72899232,False,4496390241,False
4,72899232,False,986864984503316480,False
0,36511308,False,255222338,False
1,36511308,False,446096397,False
2,36511308,False,250316894,True
3,36511308,False,1083697600728104960,False
4,36511308,False,2347432298,False
0,165215743,False,140238689,False
1,165215743,False,47797603,False
2,165215743,False,51988720,False
3,165215743,False,4766177775,False
4,165215743,False,2395070330,False
0,775435642478014464,False,26131351,False
1,775435642478014464,False,848153881,False
2,775435642478014464,False,171558072,False
3,775435642478014464,False,887706372627935232,False
4,775435642478014464,False,1040722747,False
0,1348148598,False,1097362010084442112,False
1,1348148598,False,16146778,False
2,1348148598,False,26131351,False
3,1348148598,False,14485247,False
4,1348148598,False,233772479,False
0,1084026223410405376,False,1024170245643100161,False
1,1084026223410405376,False,1088523678256488448,False
2,1084026223410405376,False,1524420943,False
3,1084026223410405376,False,1084033296009293824,False
4,1084026223410405376,False,1084249241759899648,False
0,37523381,True,1020990959901990913,False
1,37523381,True,781476347625472000,False
2,37523381,True,1048626901974245383,False
3,37523381,True,708320486929932289,False
4,37523381,True,396402767,False
0,1082353200210993153,False,1078642434043609088,False
1,1082353200210993153,False,799332180799455240,False
2,1082353200210993153,False,2202830507,False
3,1082353200210993153,False,77724889,False
4,1082353200210993153,False,746661764041932800,False
0,695654615782543361,False,1708943438,False
1,695654615782543361,False,849087560890634241,False
2,695654615782543361,False,1004568177588629504,False
3,695654615782543361,False,937977218558345218,False
4,695654615782543361,False,1038077125864157184,False
0,1062223890716344320,False,548364756,False
1,1062223890716344320,False,1085632061254365185,False
2,1062223890716344320,False,1086757336113430528,False
3,1062223890716344320,False,455889588,False
0,915736884,False,762687484664778752,False
1,915736884,False,813068363194830848,False
2,915736884,False,110980001,False
3,915736884,False,4241561723,False
4,915736884,False,1072924165563408386,False
0,734963321762254849,False,1034555531115999232,False
1,734963321762254849,False,1546606536,False
2,734963321762254849,False,1001915434373758976,False
3,734963321762254849,False,388413509,False
4,734963321762254849,False,1098618579967229955,False
0,151574641,False,14949375,False
1,151574641,False,2748801684,False
2,151574641,False,22865244,False
3,151574641,False,868474453096890368,False
4,151574641,False,993738933287743488,False
0,4194535029,False,854769693051297794,False
1,4194535029,False,1358904900,False
2,4194535029,False,333309608,False
3,4194535029,False,2783875490,False
4,4194535029,False,1021798332975534081,False
0,410313865,False,1091748472628408320,False
1,410313865,False,841412475748810752,False
2,410313865,False,733763367236702208,False
3,410313865,False,901487336982237184,False
4,410313865,False,19343211,False
0,257565067,False,2322439366,False
1,257565067,False,109446452,False
2,257565067,False,707103093662556160,False
3,257565067,False,4204294640,False
4,257565067,False,982972429374033920,False
0,3436063599,False,2192450671,False
1,3436063599,False,48476504,False
2,3436063599,False,355183391,False
3,3436063599,False,16211462,False
4,3436063599,False,780322573,False
0,1219468542,False,4309888049,False
1,1219468542,False,228524376,False
2,1219468542,False,117854630,False
3,1219468542,False,397593291,False
4,1219468542,False,159155767,False
0,825446748621570053,False,781307569658748928,False
1,825446748621570053,False,1064233813755215872,False
2,825446748621570053,False,531913912,False
3,825446748621570053,False,337062648,False
4,825446748621570053,False,1090272099531276295,False
0,1082396705503485952,False,777372108649275392,False
1,1082396705503485952,False,942257493446623232,False
2,1082396705503485952,False,985027912767344640,False
3,1082396705503485952,False,1037824146045063169,False
0,556533159,False,736968080434286594,False
1,556533159,False,113094959,False
2,556533159,False,264685242,False
3,556533159,False,963258733638844417,False
4,556533159,False,805632469,False
0,819745798036590593,False,960476419523399680,False
1,819745798036590593,False,869140360206929920,False
2,819745798036590593,False,1092960051193696256,False
3,819745798036590593,False,1098042085175947264,False
4,819745798036590593,False,15650882,False
0,778222109159940098,False,2962620905,False
1,778222109159940098,False,991730981039235072,False
2,778222109159940098,False,3633896173,False
3,778222109159940098,False,3598959794,False
4,778222109159940098,False,808707213443403778,False
0,1072240281062465541,False,338570232,False
1,1072240281062465541,False,533693589,False
2,1072240281062465541,False,1345401492,False
3,1072240281062465541,False,997854176980938754,False
4,1072240281062465541,False,572142945,False
0,32584915,False,1084025013689294848,False
1,32584915,False,1013877380551774210,False
2,32584915,False,2852929739,False
3,32584915,False,972254191359025152,False
4,32584915,False,2159682751,False
0,967280393685749763,False,930777623344631810,False
1,967280393685749763,False,75799727,False
2,967280393685749763,False,950629218,False
3,967280393685749763,False,875696001566343168,False
4,967280393685749763,False,758038795639853056,False
0,3418531263,False,806350105242693632,False
1,3418531263,False,1078641125064364035,False
2,3418531263,False,239996007,False
3,3418531263,False,823955999698522112,False
4,3418531263,False,1658771172,False
0,823539391880720388,False,119771879,False
0,2865078826,False,49501732,False
1,2865078826,False,247525691,False
2,2865078826,False,564983623,False
3,2865078826,False,1416686606,False
4,2865078826,False,2519412128,False
0,3110229171,False,781524601,False
1,3110229171,False,15421849,False
2,3110229171,False,22328300,False
3,3110229171,False,15303994,False
4,3110229171,False,1054142309648998401,False
0,839962006778220546,False,841347344591347713,False
1,839962006778220546,False,870982912400908289,False
2,839962006778220546,False,242178655,False
3,839962006778220546,False,731825282,False
4,839962006778220546,False,2990744035,False
5,839962006778220546,False,164136555,False
6,839962006778220546,False,19488860,False
0,63174700,False,4410198552,False
1,63174700,False,1021926586499715072,False
2,63174700,False,2375691721,False
3,63174700,False,129713604,False
4,63174700,False,474892790,False
0,1107466603,False,793860169750884352,False
1,1107466603,False,763863970579116032,False
2,1107466603,False,918708400497635328,False
3,1107466603,False,1081107231460990976,False
4,1107466603,False,1028139875655135232,False
0,881823892578414592,False,386723934,False
1,881823892578414592,False,191418046,False
2,881823892578414592,False,1094393626292039682,False
3,881823892578414592,False,197657553,False
4,881823892578414592,False,259349567,False
0,797195905,False,1100079415969677314,False
1,797195905,False,1072304155979587588,False
2,797195905,False,779088546,False
0,1094018388404269056,False,1081191117742374912,False
1,1094018388404269056,False,1078397418822090754,False
2,1094018388404269056,False,702493904327872517,False
3,1094018388404269056,False,32127719,False
4,1094018388404269056,False,3302028818,False
0,582434231,False,4178698293,False
1,582434231,False,1072307631816130560,False
2,582434231,False,2806688020,False
3,582434231,False,2943588711,False
0,1072307631816130560,False,582434231,False
1,1072307631816130560,False,2806688020,False
0,3772583729,False,296179927,False
1,3772583729,False,2869414158,False
2,3772583729,False,23394126,False
3,3772583729,False,570442448,False
4,3772583729,False,155690539,False
0,2491513045,False,21667065,True
1,2491513045,False,872056664,True
2,2491513045,False,719350401,False
3,2491513045,False,1978529887,False
4,2491513045,False,59586538,False
0,1098200055595429888,False,784613060,False
1,1098200055595429888,False,732763813,False
2,1098200055595429888,False,2261867721,False
3,1098200055595429888,False,810980408,False
4,1098200055595429888,False,183911150,False
0,757935797156708352,False,933698913780998144,False
1,757935797156708352,False,1065325437427937280,False
2,757935797156708352,False,1056460127463559169,False
3,757935797156708352,False,2435648990,False
0,257262239,False,274168612,False
1,257262239,False,2226776628,False
2,257262239,False,9122132,False
3,257262239,False,61794681,False
4,257262239,False,142705238,False
0,1031921885691424769,False,874175612,False
1,1031921885691424769,False,90630637,False
2,1031921885691424769,False,40003100,False
3,1031921885691424769,False,625230891,False
4,1031921885691424769,False,218737496,False
0,2202836618,False,2226776628,False
1,2202836618,False,553600481,False
2,2202836618,False,830254059860942849,False
3,2202836618,False,973256913566752768,False
4,2202836618,False,3065864927,False
0,15673047,False,2495975489,False
1,15673047,False,1630955894,False
2,15673047,False,1693835232,False
3,15673047,False,1325260441,False
4,15673047,False,2718899182,False
0,882220344093794306,False,709746850849538048,False
0,2308622550,False,298602588,False
1,2308622550,False,817746116724871168,False
2,2308622550,False,141627220,True
3,2308622550,False,743202539391299588,False
4,2308622550,False,862892806498639874,False
0,725301291988066305,False,934465005294059520,False
1,725301291988066305,False,18710344,False
2,725301291988066305,False,816269253703847937,False
3,725301291988066305,False,949617668860076032,False
4,725301291988066305,False,18723692,False
0,719288699595440128,False,787025122381139969,False
1,719288699595440128,False,83679450,False
2,719288699595440128,False,18217609,False
3,719288699595440128,False,717057119304998914,False
4,719288699595440128,False,800086706678419456,False
0,935895697685131264,False,1025941576793579520,False
1,935895697685131264,False,969070629419757568,False
2,935895697685131264,False,907061330829508608,False
3,935895697685131264,False,1010260577724362752,False
4,935895697685131264,False,1060680195563249664,False
0,1952959334,False,319521556,False
1,1952959334,False,416011138,False
2,1952959334,False,32956000,False
3,1952959334,False,4729035448,False
4,1952959334,False,3313131805,False
0,5985582,False,96733003,False
1,5985582,False,1037059809667948545,False
2,5985582,False,2708639696,False
3,5985582,False,4436956402,False
4,5985582,False,923860592234033152,False
0,298023337,False,1013418118490787840,False
1,298023337,False,825803813462368256,False
2,298023337,False,338595218,False
3,298023337,False,977995080740036608,False
4,298023337,False,836717046553419776,False
0,1928895444,False,976586663014162434,False
1,1928895444,False,763643088296443904,False
2,1928895444,False,3752133213,False
3,1928895444,False,942953654738288640,False
4,1928895444,False,208740520,False
0,1000466038847426560,False,1039304207973711872,False
1,1000466038847426560,False,998940999182307328,False
2,1000466038847426560,False,2191707162,False
3,1000466038847426560,False,828275831675973635,False
4,1000466038847426560,False,1058596262658826241,False
0,1079188141867716609,False,882756182,False
1,1079188141867716609,False,1040668913749647360,False
2,1079188141867716609,False,1052402163366981632,False
3,1079188141867716609,False,1081777094781214720,False
4,1079188141867716609,False,1077943029099626496,False
0,1067200654261829632,False,1087703653123645440,False
1,1067200654261829632,False,1085537928737112064,False
2,1067200654261829632,False,1050806942107463681,False
3,1067200654261829632,False,1062716023093190656,False
4,1067200654261829632,False,972159447949770754,False
0,796754536358678529,False,838689993426104320,False
1,796754536358678529,False,19063664,False
2,796754536358678529,False,483288253,False
3,796754536358678529,False,17172028,False
4,796754536358678529,False,351092521,False
0,40985817,False,1030080113973637125,False
1,40985817,False,958389491575738370,False
2,40985817,False,19796064,False
3,40985817,False,2783875490,False
4,40985817,False,948533424398184449,False
0,353817041,False,862770419081805824,False
1,353817041,False,2917428185,False
2,353817041,False,110439693,True
3,353817041,False,363912811,False
4,353817041,False,90044886,False
0,856843038760603650,False,919236333582913536,False
1,856843038760603650,False,929068347802693632,False
2,856843038760603650,False,872838314453344258,False
3,856843038760603650,False,836623190738731008,False
4,856843038760603650,False,214984948,False
0,55527572,False,873958271522136064,False
1,55527572,False,16105773,False
2,55527572,False,2980276696,False
3,55527572,False,2368620414,False
4,55527572,False,526601944,False
0,843403926,False,3293355435,False
1,843403926,False,1425513283,False
2,843403926,False,201747262,False
3,843403926,False,65866650,False
4,843403926,False,883822597,False
0,700502976,False,383931568,False
1,700502976,False,1534726928,False
2,700502976,False,509130309,False
3,700502976,False,2881710161,False
4,700502976,False,226580970,False
0,946224864574234624,False,87081270,False
1,946224864574234624,False,821716695387688960,False
2,946224864574234624,False,596032264,False
3,946224864574234624,False,1040964474272972800,False
4,946224864574234624,False,52615543,False
0,1061748281661947906,False,724033033,False
1,1061748281661947906,False,40324721,False
2,1061748281661947906,False,1073018169181331456,False
3,1061748281661947906,False,1050186119520931846,False
4,1061748281661947906,False,2979809680,False
0,1077418096938442752,False,847887991083282432,False
1,1077418096938442752,False,84489844,False
2,1077418096938442752,False,1069145601982545920,False
3,1077418096938442752,False,1047280718513102849,False
4,1077418096938442752,False,888124885347704832,False
0,1175818381,False,726507037333413888,False
1,1175818381,False,544195249,False
2,1175818381,False,996681675810603008,False
3,1175818381,False,3513662481,False
4,1175818381,False,1003525434376515584,False
0,2426923394,False,3011998107,False
1,2426923394,False,4352419703,False
2,2426923394,False,2234565547,False
3,2426923394,False,1594519765,False
4,2426923394,False,423779989,False
0,2990600397,False,540367357,False
1,2990600397,False,369688754,False
2,2990600397,False,246738309,False
3,2990600397,False,53767041,False
4,2990600397,False,1081038418711375877,False
0,34306543,False,1433899194,False
1,34306543,False,973560803260555264,False
2,34306543,False,803353746,True
3,34306543,False,2732502536,False
4,34306543,False,1076631169339404295,False
0,4416879677,False,873635691145699329,False
1,4416879677,False,414120634,False
2,4416879677,False,547309627,False
3,4416879677,False,256825735,False
4,4416879677,False,184383206,False
0,705106643940278272,False,1085010463128195073,False
1,705106643940278272,False,898815860,False
2,705106643940278272,False,797910439850049536,False
3,705106643940278272,False,26910975,False
4,705106643940278272,False,22422840,False
0,3321665167,False,999882107848609793,False
1,3321665167,False,3256958808,False
2,3321665167,False,1075255888766746624,False
3,3321665167,False,1096417850699534336,False
4,3321665167,False,1087855377792753664,False
0,870141554,False,2596704192,False
1,870141554,False,2491707067,False
2,870141554,False,2933996341,False
3,870141554,False,1069676437572075520,False
4,870141554,False,34367582,True
0,822348163,False,516554849,False
1,822348163,False,998630251185000449,False
2,822348163,False,902014582088237056,False
3,822348163,False,17937823,False
4,822348163,False,3165784140,False
0,1033009537723162624,False,1076639641485352961,False
1,1033009537723162624,False,880617932442673153,False
2,1033009537723162624,False,717132680035340289,False
3,1033009537723162624,False,89277004,False
4,1033009537723162624,False,961439165647872000,False
0,1048359075153629184,False,1004136336943734789,False
1,1048359075153629184,False,899818438885093380,False
2,1048359075153629184,False,874667737951461381,False
3,1048359075153629184,False,1099130653826637826,False
4,1048359075153629184,False,1079096040400273408,False
0,2902142492,False,71698411,False
1,2902142492,False,743856512,True
2,2902142492,False,63514682,True
3,2902142492,False,923228200104333312,False
4,2902142492,False,817008579257520133,False
0,379427970,False,1005358297,False
1,379427970,False,778429568,False
2,379427970,False,3001901451,False
3,379427970,False,120292865,False
4,379427970,False,2917652716,False
0,2847134819,True,26754354,True
1,2847134819,True,2810210762,False
2,2847134819,True,631196312,False
3,2847134819,True,107163055,False
4,2847134819,True,1088837464687558657,False
0,1910984238,False,596610721,False
1,1910984238,False,990983353288609792,False
2,1910984238,False,20724055,False
3,1910984238,False,971079286311608322,False
4,1910984238,False,977917853004333056,False
0,3208730189,False,3024306714,False
1,3208730189,False,788775195825868800,False
2,3208730189,False,2895951606,False
3,3208730189,False,3355012347,False
4,3208730189,False,855017042990247937,False
0,529290461,False,256169020,False
1,529290461,False,1308512870,False
2,529290461,False,162948983,False
3,529290461,False,790098281359630336,False
4,529290461,False,402352368,False
0,369736155,False,137861816,False
1,369736155,False,25311928,False
2,369736155,False,16017081,False
3,369736155,False,296339337,False
4,369736155,False,14103558,False
0,455985071,False,14663917,False
1,455985071,False,935378322133045248,False
2,455985071,False,923285646801817600,False
3,455985071,False,14266396,False
4,455985071,False,926722718715723776,False
0,46332411,False,69627538,False
1,46332411,False,797143908165660672,False
2,46332411,False,19243802,False
3,46332411,False,474469135,False
4,46332411,False,16790120,False
0,801313719741456387,False,204620618,False
1,801313719741456387,False,1003408111485489154,False
2,801313719741456387,False,929432849794654208,False
3,801313719741456387,False,977261146292994048,False
4,801313719741456387,False,857454240616259584,False
0,792417714480349184,False,3130515167,False
1,792417714480349184,False,927955548393242625,False
2,792417714480349184,False,2903111283,False
3,792417714480349184,False,1058385097248825344,False
4,792417714480349184,False,1011097314453278720,False
0,385580378,False,3066891604,False
1,385580378,False,1053860758948204544,False
2,385580378,False,3236399610,False
3,385580378,False,230372725,False
4,385580378,False,3050637545,True
0,882914947361112064,False,831121580394762240,False
1,882914947361112064,False,1051497311589867521,False
2,882914947361112064,False,1061302429298368513,False
3,882914947361112064,False,1071967110849531905,False
4,882914947361112064,False,775786047523422209,False
0,2899879691,False,783789032669114369,False
1,2899879691,False,806252882978832385,False
2,2899879691,False,777869524574044160,False
3,2899879691,False,773145747055403008,False
4,2899879691,False,1190221885,False
0,1065821158010810368,False,931369041926615042,False
1,1065821158010810368,False,17348364,False
2,1065821158010810368,False,2275821,False
3,1065821158010810368,False,1560761,False
4,1065821158010810368,False,983508625,False
0,1009585751678320640,False,85795383,False
1,1009585751678320640,False,4769828701,False
2,1009585751678320640,False,74094431,False
3,1009585751678320640,False,854842240891404288,False
4,1009585751678320640,False,821213679592931328,False
0,216999469,False,2872567245,False
1,216999469,False,1048629239300460546,False
2,216999469,False,1088322454529945600,False
3,216999469,False,2851609655,False
4,216999469,False,400712917,False
0,4821457353,False,730114390238715904,False
1,4821457353,False,3084304707,False
2,4821457353,False,818215516493987840,False
3,4821457353,False,221458592,False
4,4821457353,False,616546922,False
0,745938949,False,974968234066792448,False
1,745938949,False,821136198798340097,False
2,745938949,False,786571020475834368,False
3,745938949,False,2545859673,False
4,745938949,False,125187110,False
0,14909735,False,1017714423790817280,False
1,14909735,False,20808892,False
2,14909735,False,24265290,False
3,14909735,False,1082146753292496897,False
4,14909735,False,2506397183,False
0,252288329,False,1002241604118368262,False
1,252288329,False,2532127677,False
2,252288329,False,139185685,False
3,252288329,False,899012620790923264,False
4,252288329,False,92321694,False
0,1061721822989713409,False,2606287087,False
1,1061721822989713409,False,821261692076232704,False
2,1061721822989713409,False,289638301,False
3,1061721822989713409,False,3284112337,False
4,1061721822989713409,False,72169850,False
0,563072596,False,49907639,False
1,563072596,False,1080320480282738688,False
2,563072596,False,1010025232504012800,False
3,563072596,False,925786054929547264,False
4,563072596,False,1064187773995941894,False
0,902955261249204224,False,1092790515232370688,False
1,902955261249204224,False,323029315,False
2,902955261249204224,False,2303866117,False
3,902955261249204224,False,46833787,False
4,902955261249204224,False,765245597188227073,True
0,829840988000571393,False,358224415,False
1,829840988000571393,False,3327754304,False
2,829840988000571393,False,904156290351587329,False
3,829840988000571393,False,352781684,False
4,829840988000571393,False,846533627995443204,False
0,3710916915,False,1086253893250478081,False
1,3710916915,False,146595646,True
2,3710916915,False,4151710155,False
3,3710916915,False,211782505,True
4,3710916915,False,924068007978110976,False
0,898627262,False,891963551933444097,False
1,898627262,False,3940390219,False
2,898627262,False,520870401,False
3,898627262,False,4805091583,False
4,898627262,False,334828578,False
0,243401571,False,929195682040184833,False
1,243401571,False,780574539751133184,False
2,243401571,False,764277346102759424,False
3,243401571,False,743856512,True
4,243401571,False,3948451452,False
0,1035415150189150209,False,750435540,False
1,1035415150189150209,False,2939960538,False
2,1035415150189150209,False,978117044368363521,False
3,1035415150189150209,False,1138150844,False
4,1035415150189150209,False,1004436881726156800,False
0,1002763146304552960,False,950803784703315968,False
1,1002763146304552960,False,966031684725440512,False
2,1002763146304552960,False,1098641982690390016,False
3,1002763146304552960,False,704562148123373568,False
4,1002763146304552960,False,1088554244746158080,False
0,1046194792957448194,False,1297229574,False
1,1046194792957448194,False,69046916,False
2,1046194792957448194,False,1098726110580404224,False
3,1046194792957448194,False,4130332718,False
4,1046194792957448194,False,1082309368350208000,False
0,142348565,False,94898367,False
1,142348565,False,1097225694009049088,False
2,142348565,False,988875409386344448,False
3,142348565,False,800357323201867776,False
4,142348565,False,966568109673889792,False
0,606814349,False,50725845,False
1,606814349,False,1318703660,False
2,606814349,False,953198257781575680,False
3,606814349,False,1009168184195338240,False
4,606814349,False,1447436612,False
0,868053993255313408,False,727524099103313920,False
1,868053993255313408,False,903197239945908228,False
2,868053993255313408,False,547782041,False
3,868053993255313408,False,314098742,False
4,868053993255313408,False,433315129,False
0,2317024608,False,749417790,False
1,2317024608,False,2348439197,False
2,2317024608,False,228345266,False
3,2317024608,False,983083046374117376,False
4,2317024608,False,470428399,False
0,830619414,False,1229611886,False
1,830619414,False,376327580,False
2,830619414,False,21379853,False
3,830619414,False,200583835,True
4,830619414,False,87710468,True
5,830619414,False,4894407063,False
0,171653428,False,1088140974608535552,False
1,171653428,False,1070059161684205574,False
2,171653428,False,1097062103427379201,False
3,171653428,False,1007820472871014400,False
4,171653428,False,1020451595480268800,False
0,632102682,False,278163796,False
1,632102682,False,283103036,False
2,632102682,False,821950339846811649,False
3,632102682,False,301630444,False
4,632102682,False,953629425131810818,False
0,2821699304,False,1034475695106416642,False
1,2821699304,False,1056566083031838722,False
2,2821699304,False,779298555097866241,False
3,2821699304,False,4001431335,False
4,2821699304,False,2949346289,False
5,2821699304,False,1051522779034607618,False
0,902779309001019392,False,810601375868616708,False
1,902779309001019392,False,846729647186497537,False
2,902779309001019392,False,2993876982,False
3,902779309001019392,False,969623596640370689,False
4,902779309001019392,False,868205669689720832,False
0,2241920950,False,22110931,False
0,17910770,False,714539096920592384,False
1,17910770,False,17064181,False
2,17910770,False,980508300860149761,False
3,17910770,False,627701824,False
4,17910770,False,1040458943607189504,False
0,36014276,False,928739589594013697,False
1,36014276,False,23529211,False
2,36014276,False,67117704,False
3,36014276,False,1085234887412584448,False
4,36014276,False,318184033,False
0,39790304,False,828642244232110082,False
1,39790304,False,68574854,False
2,39790304,False,2852378032,False
3,39790304,False,2271086022,False
4,39790304,False,364314724,False
0,1356634735,False,829736086658228225,False
1,1356634735,False,57950845,False
2,1356634735,False,786727275995758592,False
3,1356634735,False,2908017153,False
0,879527902047477760,False,1297456740,False
1,879527902047477760,False,281090865,False
2,879527902047477760,False,2866149777,False
3,879527902047477760,False,1945293457,False
4,879527902047477760,False,23231530,False
0,912697092832821248,False,928302509525032960,False
0,3354286212,False,1098146961390297089,False
1,3354286212,False,1097112406705299458,False
2,3354286212,False,1094694556061392897,False
3,3354286212,False,1098142893531906048,False
4,3354286212,False,2744908263,False
0,397994285,True,14140101,False
1,397994285,True,804423608294440960,False
2,397994285,True,4505558685,False
3,397994285,True,165678616,True
4,397994285,True,190340478,False
0,22930969,False,558866314,False
1,22930969,False,19132700,False
2,22930969,False,20071967,False
3,22930969,False,860862599407296512,False
4,22930969,False,996807841079021568,False
0,2958838279,False,815042645655519232,False
1,2958838279,False,2983510033,False
2,2958838279,False,39031080,True
0,3305507061,False,2714640907,False
1,3305507061,False,2819435158,False
2,3305507061,False,2741726076,False
3,3305507061,False,1639095332,False
4,3305507061,False,222895814,False
0,1079895982521888768,False,1029150554382065672,False
1,1079895982521888768,False,912972470646341632,False
2,1079895982521888768,False,1091685460617908226,False
3,1079895982521888768,False,1063686710779961344,False
0,4702972136,False,30414789,True
1,4702972136,False,4772893035,False
2,4702972136,False,4535291780,False
3,4702972136,False,4792114335,False
4,4702972136,False,352264822,False
0,3293129588,False,1612911157,False
1,3293129588,False,22837303,False
2,3293129588,False,1215961806,False
3,3293129588,False,119439864,False
4,3293129588,False,1058670854341607424,False
0,412937301,False,102704000,False
1,412937301,False,878677035702525953,False
2,412937301,False,41883359,False
3,412937301,False,745162255403094017,False
4,412937301,False,351860420,False
0,424353285,False,1098635556605575168,False
1,424353285,False,2385899011,False
2,424353285,False,835600334265409536,False
3,424353285,False,1091315273167237122,False
4,424353285,False,353232038,False
0,949313626053148672,False,119439864,False
1,949313626053148672,False,818461901734735874,False
2,949313626053148672,False,3063603400,False
3,949313626053148672,False,26589010,False
4,949313626053148672,False,880505581,False
0,2733816872,False,1077561170,False
1,2733816872,False,1085184256706396161,False
2,2733816872,False,50272660,False
3,2733816872,False,1074309802225004545,False
4,2733816872,False,918844758344323073,False
0,330717019,False,48066947,False
1,330717019,False,907390330860920834,False
2,330717019,False,883676574360326144,False
0,2509970240,False,1088520627332493313,False
1,2509970240,False,94965023,False
2,2509970240,False,3242262131,False
3,2509970240,False,3092871172,False
4,2509970240,False,1317720690,False
0,1034473913080791040,False,572931464,False
1,1034473913080791040,False,49359608,False
2,1034473913080791040,False,1633431630,False
3,1034473913080791040,False,1224039973,False
4,1034473913080791040,False,36407490,False
0,816553001515122688,True,2393034505,False
1,816553001515122688,True,28544876,False
2,816553001515122688,True,83155546,False
3,816553001515122688,True,1090557407179276289,False
4,816553001515122688,True,24599366,False
0,915415213,False,1068069314283085824,False
1,915415213,False,956246716449263616,False
2,915415213,False,736465318646820864,False
3,915415213,False,60122470,False
4,915415213,False,409843763,False
0,198263889,False,1090964821313548288,False
1,198263889,False,435088156,False
2,198263889,False,3677266813,False
3,198263889,False,1049732316816429057,False
4,198263889,False,337726643,False
0,1260010550,False,1099435585712795648,False
1,1260010550,False,1379904841,False
2,1260010550,False,18414612,False
3,1260010550,False,445945598,False
4,1260010550,False,738461376922984450,False
0,186848024,False,91544014,False
1,186848024,False,998379910912794624,False
2,186848024,False,2207675284,False
3,186848024,False,178563004,False
4,186848024,False,60959188,False
0,2361273164,False,1007372498,False
1,2361273164,False,371390812,False
2,2361273164,False,569656061,False
3,2361273164,False,791705954203017216,False
4,2361273164,False,892160300,False
0,19409372,False,716942102706270208,False
1,19409372,False,971377378671898624,False
2,19409372,False,247220502,False
3,19409372,False,848475955010166784,False
4,19409372,False,840995321790504960,False
0,3284680262,False,1047480789628342273,False
1,3284680262,False,1082310840160866304,False
2,3284680262,False,959541719661514752,False
3,3284680262,False,149243078,False
4,3284680262,False,974807944155090944,False
0,74239682,False,591722657,False
1,74239682,False,1217335032,False
2,74239682,False,4844897037,False
3,74239682,False,4415725936,False
4,74239682,False,4120721403,False
0,3234887313,False,16951142,False
1,3234887313,False,1072550994897190912,False
2,3234887313,False,942708531022716928,False
3,3234887313,False,47681812,False
4,3234887313,False,1896992252,False
0,108957739,False,636192735,False
1,108957739,False,1021713199,False
2,108957739,False,4727969596,False
3,108957739,False,1245916843,False
4,108957739,False,196542000,False
0,19672349,False,1068997454,False
1,19672349,False,863768955391004674,False
2,19672349,False,1245916843,False
3,19672349,False,944010499204763648,False
4,19672349,False,2867202298,False
0,68384103,False,241120600,False
1,68384103,False,1432748821,False
2,68384103,False,2712942553,False
3,68384103,False,1224570858,False
4,68384103,False,1034734882411438080,False
0,768831715712303104,False,1069990996778344448,False
1,768831715712303104,False,1167269082,False
2,768831715712303104,False,617982616,False
3,768831715712303104,False,835056533939576832,False
4,768831715712303104,False,2969853087,False
0,28786939,False,248293840,True
1,28786939,False,540125438,True
2,28786939,False,99808390,True
3,28786939,False,1308591343,True
4,28786939,False,621202387,True
0,26169354,False,406933404,False
1,26169354,False,264569951,False
2,26169354,False,225814459,False
3,26169354,False,837432523122749441,False
4,26169354,False,866863389968015360,False
0,18892196,False,796021466,False
1,18892196,False,212042274,False
2,18892196,False,155360458,False
3,18892196,False,637025506,False
4,18892196,False,407166976,False
0,604632137,False,934541156183973888,False
1,604632137,False,20046984,False
2,604632137,False,40432666,False
3,604632137,False,2334141,False
4,604632137,False,1063547909738766337,False
0,755266896,False,987216169978548224,False
1,755266896,False,858300406207795200,False
2,755266896,False,854506229179088896,False
3,755266896,False,570213673,False
4,755266896,False,928012732204572674,False
0,252679436,True,944056915620851712,False
1,252679436,True,816527472,False
2,252679436,True,3067588803,False
3,252679436,True,407707214,False
4,252679436,True,824062810481168385,False
0,3175865987,False,448988688,False
1,3175865987,False,759701001741799424,False
2,3175865987,False,870687230,False
3,3175865987,False,319303195,False
4,3175865987,False,3419503605,False
0,1383470294,False,3346214092,False
1,1383470294,False,709789026123911168,False
2,1383470294,False,756988954755395584,False
3,1383470294,False,210978450,False
0,1030499448248520705,False,839103212691066880,False
1,1030499448248520705,False,577385434,False
2,1030499448248520705,False,123907791,False
3,1030499448248520705,False,812408038002786304,False
4,1030499448248520705,False,1087379731836796933,False
0,851781528468238336,False,890621880146808834,False
1,851781528468238336,False,822644134943092742,False
2,851781528468238336,False,321035269,False
3,851781528468238336,False,259349567,False
4,851781528468238336,False,2372630274,False
0,987815717419606016,False,195878415,False
1,987815717419606016,False,485132115,False
2,987815717419606016,False,901994672616341506,False
3,987815717419606016,False,65517621,False
4,987815717419606016,False,41483772,False
0,4895976642,False,17192613,False
1,4895976642,False,429305849,False
2,4895976642,False,3063278987,False
